Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0-1,0-1,0-1,0-1,0-1,47-48,3-4,3.0,0-500,Trickstar Games,T
SpongeBob: HeroPants,3DS,2015,Platform,Activision,0-1,0-1,0-1,0-1,0-1,,,,,Activision,E
Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,,,,,2K Play,E
PopStar Guitar,PS2,2008,Misc,XS Games,0-1,0-1,0-1,0-1,0-1,,,,,XS Games,T
NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Outlaw Volleyball Remixed,PS2,2004,Sports,Global Star,0-1,0-1,0-1,0-1,0-1,56-57,8-9,,,Hypnotix,M
Corpse Party: Blood Covered - Repeated Fear,3DS,2015,Adventure,5pb,0-1,0-1,0-1,0-1,0-1,,,,,,
The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0-1,0-1,0-1,0-1,0-1,52-53,9-10,,,Vingt-et-un Systems,E10+
Berserk and the Band of the Hawk,PS4,2016,Action,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,Omega Force,
Just Sing! Vol. 2,DS,2011,Misc,PQube,0-1,0-1,0-1,0-1,0-1,,,,,,
Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0-1,0-1,0-1,0-1,0-1,,,,,,
Metal Gear Solid V: The Definitive Experience,PS4,2016,Action,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,8.0,0-500,Kojima Productions,M
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,0-1,0-1,0-1,0-1,0-1,,,,,,
Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0-1,0-1,0-1,0-1,0-1,71-72,26-27,8.0,0-500,Gameloft,T
Gal Gun: Double Peace,PSV,2015,Action,PQube,0-1,0-1,0-1,0-1,0-1,,,8.0,0-500,"Alchemist, Inti Creates",M
Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0-1,0-1,0-1,0-1,0-1,,,,,,
Denki Blocks!,GBA,2001,Puzzle,Rage Software,0-1,0-1,0-1,0-1,0-1,,,,,,
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Off-Road Drive,PC,2011,Racing,1C Company,0-1,0-1,0-1,0-1,0-1,59-60,9-10,6.0,0-500,Avalon Style,
A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0-1,0-1,0-1,0-1,0-1,,,,,,
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Ballistic,PS,1999,Puzzle,Atari,0-1,0-1,0-1,0-1,0-1,,,,,,
Colin McRae Rally 3,XB,2002,Racing,Codemasters,0-1,0-1,0-1,0-1,0-1,85-86,24-25,7.0,0-500,Codemasters,E
City Builder,Wii,2010,Misc,Virtual Play Games,0-1,0-1,0-1,0-1,0-1,,,,,Collision Studios,E
Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Sega Rally 2006,PS2,N/A,Racing,Unknown,0-1,0-1,0-1,0-1,0-1,,,,,,
TMNT,DS,2007,Action,Ubisoft,0-1,0-1,0-1,0-1,0-1,41-42,9-10,2.0,0-500,Ubisoft Quebec,E10+
Gundam Battle Online,DC,2001,Action,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Shonen Jump's One Piece: Grand Adventure,GC,2006,Fighting,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Stolen,PS2,2005,Action,Hip Interactive,0-1,0-1,0-1,0-1,0-1,50-51,15-16,7.0,0-500,Blue 52,T
Glacier2,Wii,2009,Racing,Zoo Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,71-72,20-21,8.0,0-500,Bongfish,T
Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Memories Off 6: T-Wave,PS2,2008,Adventure,5pb,0-1,0-1,0-1,0-1,0-1,,,,,,
LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0-1,0-1,0-1,0-1,0-1,71-72,7-8,7.0,0-500,TT Games,E10+
Pro Race Driver,XB,2003,Racing,Codemasters,0-1,0-1,0-1,0-1,0-1,79-80,16-17,8.0,0-500,Codemasters,T
Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0-1,0-1,0-1,0-1,0-1,,,,,,
Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0-1,0-1,0-1,0-1,0-1,,,,,,
Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0-1,0-1,0-1,0-1,0-1,,,,,Frame Studios Interactive,E
R-Type Command (correct US sales),PSP,2007,Strategy,Rising Star Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,Puzzle,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,,
Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0-1,0-1,0-1,0-1,0-1,,,,,Other Ocean Interactive,E
The Movies,PC,2005,Simulation,Activision,0-1,0-1,0-1,0-1,0-1,83-84,61-62,8.0,0-500,Lionhead Studios,T
Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,40-41,5-6,,,K2 LLC,M
Dynasty Warriors Vol. 2 (JP sales),PSP,2006,Action,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Crypt Killer,PS,1997,Shooter,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Tokumei Sentai Go-Busters,DS,2012,Action,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,Enix Corporation,0-1,0-1,0-1,0-1,0-1,,,,,,
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,70-71,6-7,7.0,0-500,EA Canada,E
Train Simulator 2016,PC,2015,Simulation,Unknown,0-1,0-1,0-1,0-1,0-1,,,4.0,0-500,Dovetail Games,E
PO'ed,PS,1996,Shooter,Time Warner Interactive,0-1,0-1,0-1,0-1,0-1,,,,,,
Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Wicked Monster Blast!,Wii,2011,Shooter,PQube,0-1,0-1,0-1,0-1,0-1,,,,,,
Adidas Power Soccer,PS,1996,Sports,Psygnosis,0-1,0-1,0-1,0-1,0-1,,,,,,
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0-1,0-1,0-1,0-1,0-1,80-81,34-35,9.0,0-500,Gas Powered Games,E10+
Darklight Conflict,PS,1997,Simulation,Electronic Arts,0-1,0-1,0-1,0-1,0-1,,,,,,
Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0-1,0-1,0-1,0-1,0-1,,,,,,
Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,74-75,6-7,8.0,0-500,Dimps Corporation,E10+
Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,SNK,0-1,0-1,0-1,0-1,0-1,,,,,,
I'm A Celebrity: Get Me Out of Here!,DS,2009,Misc,Mindscape,0-1,0-1,0-1,0-1,0-1,,,,,,
The Ripping Friends,GBA,2002,Action,THQ,0-1,0-1,0-1,0-1,0-1,37-38,11-12,,,Creations,E
Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Hunter x Hunter: Wonder Adventure,PSP,2012,Action,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Lost Planet 3,PC,2013,Shooter,Capcom,0-1,0-1,0-1,0-1,0-1,60-61,16-17,6.0,0-500,Spark Unlimited,T
Super Army War,GBA,2005,Action,Flashpoint Games,0-1,0-1,0-1,0-1,0-1,57-58,7-8,,,Atlus Co.,T
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Echo Night Beyond,PS2,2004,Adventure,Indie Games,0-1,0-1,0-1,0-1,0-1,59-60,21-22,9.0,0-500,From Software,T
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,73-74,35-36,7.0,0-500,Q Entertainment,E
Minna no Chizu,PSP,2006,Misc,Zenrin,0-1,0-1,0-1,0-1,0-1,,,,,,
Doom II: Hell on Earth,GBA,2002,Shooter,Activision,0-1,0-1,0-1,0-1,0-1,,,,,,
Taikou Risshiden V,PSP,2009,Strategy,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Jikkyou Powerful Major League,GC,2006,Sports,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0-1,0-1,0-1,0-1,0-1,,,2.0,0-500,Dusenberry Martin Racing,E
Suzumiya Haruhi no Tsuisou,PSP,2011,Adventure,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0-1,0-1,0-1,0-1,0-1,48-49,6-7,6.0,0-500,Rising Star Games,E
Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Evolution Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,43-44,4-5,,,KCEO,T
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,57-58,15-16,8.0,0-500,Mercury Steam,M
Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision,0-1,0-1,0-1,0-1,0-1,38-39,3-4,7.0,0-500,Nightlight Studios,E10+
Jikkyou World Soccer 2002,PS2,2002,Sports,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Sleepover Party,Wii,2009,Misc,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,,
Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0-1,0-1,0-1,0-1,0-1,82-83,39-40,7.0,0-500,Gearbox Software,M
Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0-1,0-1,0-1,0-1,0-1,68-69,12-13,8.0,0-500,Tri-Ace,T
Ski-Doo Snowmobile Challenge,X360,2009,Racing,Valcon Games,0-1,0-1,0-1,0-1,0-1,,,,,Coldwood Interactive,E
Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0-1,0-1,0-1,0-1,0-1,67-68,14-15,7.0,0-500,EnjoyUp Games,T
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,0-1,0-1,0-1,0-1,0-1,,,,,,
Texas Hold 'Em Poker DS,DS,2005,Misc,Majesco Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,Skyworks Technologies,E
Big Mutha Truckers,GBA,2005,Racing,Zoo Digital Publishing,0-1,0-1,0-1,0-1,0-1,,,,,,
Magical Starsign (JP sales),DS,2006,Role-Playing,Nintendo,0-1,0-1,0-1,0-1,0-1,,,,,,
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0-1,0-1,0-1,0-1,0-1,68-69,43-44,6.0,0-500,"Climax Group, Climax Studios",T
DT Carnage,PSP,2009,Racing,Agetec,0-1,0-1,0-1,0-1,0-1,,,,,Axis Entertainment,E10+
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0-1,0-1,0-1,0-1,0-1,65-66,3-4,8.0,0-500,Team 17,E10+
Rugby 08,PS2,2007,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,73-74,20-21,7.0,0-500,EA Canada,E
GoPets: Vacation Island,DS,2008,Simulation,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,1st Playable Productions,E
Pia Carrot e Youkoso!! 2.5,DC,2008,Adventure,NEC Interchannel,0-1,0-1,0-1,0-1,0-1,,,,,,
Caesar IV,PC,2006,Strategy,Vivendi Games,0-1,0-1,0-1,0-1,0-1,73-74,31-32,8.0,0-500,Tilted Mill,E10+
Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0-1,0-1,0-1,0-1,0-1,,,,,,
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0-1,0-1,0-1,0-1,0-1,70-71,36-37,6.0,0-500,Eutechnyx,E
Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,52-53,27-28,9.0,0-500,KCEJ,M
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,71-72,13-14,8.0,0-500,Bandai Namco Games,T
APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0-1,0-1,0-1,0-1,0-1,55-56,11-12,6.0,0-500,"Reloaded Productions, Reloaded Games Inc.",M
The Sum of All Fears,GBA,2002,Shooter,Ubisoft,0-1,0-1,0-1,0-1,0-1,68-69,7-8,,,Red Storm Entertainment,T
Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,0-1,0-1,0-1,0-1,0-1,,,,,,
Winning Post 8 ,PSV,2014,Racing,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0-1,0-1,0-1,0-1,0-1,,,,,,
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0-1,0-1,0-1,0-1,0-1,49-50,11-12,5.0,0-500,Marvelous Entertainment,E
Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0-1,0-1,0-1,0-1,0-1,51-52,6-7,6.0,0-500,Traveller's Tales,E10+
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0-1,0-1,0-1,0-1,0-1,62-63,10-11,7.0,0-500,EA Games,E10+
Minority Report: Everybody Runs,GBA,2002,Action,Activision,0-1,0-1,0-1,0-1,0-1,53-54,7-8,,,Torus Games,T
Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0-1,0-1,0-1,0-1,0-1,,,,,,
C.O.R.E.,DS,2009,Shooter,Graffiti,0-1,0-1,0-1,0-1,0-1,43-44,15-16,7.0,0-500,NoWay Studio,M
Garfield: The Search for Pooky,GBA,2003,Platform,Game Factory,0-1,0-1,0-1,0-1,0-1,,,,,,
Galaxy Fight,SAT,1994,Fighting,Sunsoft,0-1,0-1,0-1,0-1,0-1,,,,,,
Super Hero Generation,PSV,2014,Role-Playing,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Chaos Wars,PS2,2006,Strategy,Idea Factory,0-1,0-1,0-1,0-1,0-1,63-64,8-9,7.0,0-500,Idea Factory,T
Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0-1,0-1,0-1,0-1,0-1,73-74,34-35,8.0,0-500,Irem,T
Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,Idea Factory,0-1,0-1,0-1,0-1,0-1,,,,,,
Norn9: Norn + Nonette,PSP,2013,Adventure,Idea Factory,0-1,0-1,0-1,0-1,0-1,,,,,,
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,D3Publisher,0-1,0-1,0-1,0-1,0-1,,,,,,
Gumby vs. the Astrobots,GBA,2005,Action,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,62-63,3-4,,,Torus Games,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,D3Publisher,0-1,0-1,0-1,0-1,0-1,,,,,,
Scaler,GC,2004,Platform,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,68-69,10-11,7.0,0-500,Artificial Mind and Movement,E
Summer Challenge: Athletics Tournament,PS3,2011,Sports,PQube,0-1,0-1,0-1,0-1,0-1,,,,,PQube,
Chaos;Head Noah,X360,2009,Adventure,5pb,0-1,0-1,0-1,0-1,0-1,,,,,,
Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0-1,0-1,0-1,0-1,0-1,72-73,17-18,8.0,0-500,Radical Entertainment,M
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0-1,0-1,0-1,0-1,0-1,,,,,,
Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0-1,0-1,0-1,0-1,0-1,67-68,12-13,6.0,0-500,System Prisma,T
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0-1,0-1,0-1,0-1,0-1,67-68,21-22,8.0,0-500,SNK Playmore,T
Logic Machines,DS,2009,Puzzle,City Interactive,0-1,0-1,0-1,0-1,0-1,,,,,,
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0-1,0-1,0-1,0-1,0-1,66-67,18-19,7.0,0-500,KnowWonder,E
Nobunaga's Ambition II,3DS,2015,Strategy,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,Adventure,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0-1,0-1,0-1,0-1,0-1,81-82,30-31,8.0,0-500,Sumo Digital,E
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Rhapsody: A Musical Adventure,PS,1998,Role-Playing,Nippon Ichi Software,0-1,0-1,0-1,0-1,0-1,,,,,,
Fading Shadows,PSP,2008,Puzzle,Ivolgamus,0-1,0-1,0-1,0-1,0-1,61-62,12-13,,,Ivolgamus,E
Music Maker: Rockstar,PS2,2009,Misc,Magix,0-1,0-1,0-1,0-1,0-1,,,,,,
Smashing Drive,XB,2002,Racing,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,41-42,8-9,,,Namco,T
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008,Misc,GungHo,0-1,0-1,0-1,0-1,0-1,,,,,,
Without Warning,PS2,2005,Shooter,Capcom,0-1,0-1,0-1,0-1,0-1,44-45,24-25,6.0,0-500,CiRCLE,M
Formula 1 06,PS2,2006,Racing,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Fighting Vipers 2,DC,2000,Fighting,Sega,0-1,0-1,0-1,0-1,0-1,,,,,,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,55-56,12-13,,,Konami,E10+
Richard Burns Rally,PC,2004,Racing,SCi,0-1,0-1,0-1,0-1,0-1,,,,,,
Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0-1,0-1,0-1,0-1,0-1,36-37,13-14,5.0,0-500,7 Studios,E10+
Beatdown: Fists of Vengeance,XB,2005,Action,Capcom,0-1,0-1,0-1,0-1,0-1,,,,,,
Saints Row 2,PC,2009,Action,THQ,0-1,0-1,0-1,0-1,0-1,71-72,23-24,7.0,0-500,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M
Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,,
Trine 2,PC,2011,Platform,Focus Home Interactive,0-1,0-1,0-1,0-1,0-1,83-84,54-55,8.0,500-1000,"Frozenbyte, Inc.",E10+
Monster Force,GBA,2002,Shooter,Universal Interactive,0-1,0-1,0-1,0-1,0-1,64-65,8-9,,,Digital Eclipse,E
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0-1,0-1,0-1,0-1,0-1,,,,,,
Sid Meier's Railroads!,PC,2006,Simulation,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,,,,,,
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,Idea Factory,0-1,0-1,0-1,0-1,0-1,,,,,,
Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Hakuouki: Zuisouroku,PS2,2009,Adventure,Idea Factory,0-1,0-1,0-1,0-1,0-1,,,,,,
World Championship Pool 2004,XB,2003,Sports,Jaleco,0-1,0-1,0-1,0-1,0-1,66-67,10-11,,,Blade Interactive,E
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0-1,0-1,0-1,0-1,0-1,,,,,,
Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0-1,0-1,0-1,0-1,0-1,66-67,29-30,8.0,0-500,InLight Entertainment,E10+
SD Gundam Force: Showdown!,PS2,2004,Shooter,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,0-1,0-1,0-1,0-1,0-1,,,,,Foreign Media,E
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Flow: Urban Dance Uprising,PS2,2005,Misc,Ubisoft,0-1,0-1,0-1,0-1,0-1,64-65,9-10,,,Artificial Mind and Movement,T
Ailu de Puzzle,PSP,2012,Action,Capcom,0-1,0-1,0-1,0-1,0-1,,,,,,
Real Soccer 2008,DS,2007,Sports,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,Gameloft,E
Transport Fever,PC,2016,Simulation,Astragon,0-1,0-1,0-1,0-1,0-1,69-70,10-11,7.0,0-500,Urban Games,
True Pinball,PS,1996,Misc,Ocean,0-1,0-1,0-1,0-1,0-1,,,,,,
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0-1,0-1,0-1,0-1,0-1,53-54,47-48,4.0,0-500,Deep Silver Dambuster Studios,M
Stadium Games,GBA,2003,Sports,Ignition Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,0-1,0-1,0-1,0-1,0-1,54-55,21-22,8.0,0-500,Digital Mayhem,M
Power Play Pool,DS,2006,Sports,System 3 Arcade Software,0-1,0-1,0-1,0-1,0-1,,,,,System 3,E
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0-1,0-1,0-1,0-1,0-1,,,,,,
J-League Pro Striker 2,GEN,1994,Sports,Sega,0-1,0-1,0-1,0-1,0-1,,,,,,
Obscure,XB,2004,Adventure,MC2 Entertainment,0-1,0-1,0-1,0-1,0-1,65-66,28-29,8.0,0-500,Hydravision,M
Mahjong Taikai,DS,2004,Misc,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Strategy,Banpresto,0-1,0-1,0-1,0-1,0-1,,,,,,
Just Dance 2017,XOne,2016,Misc,Ubisoft,0-1,0-1,0-1,0-1,0-1,74-75,4-5,8.0,0-500,Ubisoft Paris,E10+
Just Dance 2017,X360,2016,Misc,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,Ubisoft Paris,E10+
Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0-1,0-1,0-1,0-1,0-1,70-71,23-24,8.0,0-500,Experience Inc.,T
Jane's Hotel,DS,2010,Simulation,Unknown,0-1,0-1,0-1,0-1,0-1,,,,,Zoo Games,E
Espgaluda II Black Label,X360,2010,Shooter,Cave,0-1,0-1,0-1,0-1,0-1,,,,,,
Hot Potato!,GBA,2001,Action,BAM! Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
The Croods: Prehistoric Party!,3DS,2013,Misc,D3Publisher,0-1,0-1,0-1,0-1,0-1,,,,,,
World of Goo,PC,2008,Puzzle,2D Boy,0-1,0-1,0-1,0-1,0-1,89-90,25-26,8.0,500-1000,2D Boy,E
Kiniro no Corda 2 f,PSP,2009,Role-Playing,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Pro Evolution Soccer 2017,X360,2016,Sports,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,6.0,0-500,Konami,E
World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,Massive Entertainment,T
Deception III: Dark Delusion,PS,1999,Role-Playing,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Ultimate Game Room,DS,2009,Misc,Majesco Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,FrontLine Studios,E
Warhammer: The End Times - Vermintide,PS4,2016,Action,Games Workshop,0-1,0-1,0-1,0-1,0-1,,,,,,
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0-1,0-1,0-1,0-1,0-1,,,,,,
Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0-1,0-1,0-1,0-1,0-1,63-64,13-14,7.0,0-500,"Fusionsphere Systems, Animation Arts",T
Half-Minute Hero 2,PSP,N/A,Role-Playing,Rising Star Games,0-1,0-1,0-1,0-1,0-1,,,,,,
